dataset,setting,method,rows,active_rows,active_same_sample_harm_rows,active_fresh_risk_harm_rows,active_share,same_sample_mse_gain_pct,fresh_risk_gain_pct,gain_gap_same_minus_fresh_pct,mean_selection_penalty_delta,median_selection_penalty_delta,p90_abs_selection_penalty_delta,same_sample_harm_share,fresh_risk_harm_share,active_same_sample_harm_share,active_fresh_risk_harm_share
ACIC 2017,"ACIC 2017 B, strength=3",ma_dr_bc,96,11,6,3,0.11458333333333333,-1.3972820244013813,0.10338376358825961,-1.5006657879896408,0.00016751874930784666,0.0,1.6445445501713125e-06,0.0625,0.03125,0.5454545454545454,0.2727272727272727
ACIC 2017,"ACIC 2017 B, strength=3",tmle,96,9,4,3,0.09375,-0.7964729516142582,0.2610912638584938,-1.057564215472752,3.394784406143549e-05,0.0,0.0,0.041666666666666664,0.03125,0.4444444444444444,0.3333333333333333
IHDP,"IHDP A, strength=0",aipw,96,11,4,4,0.11458333333333333,1.3890107826053408,0.07266916365466682,1.316341618950674,-4.822016822108347e-05,0.0,8.270217818527186e-05,0.041666666666666664,0.041666666666666664,0.36363636363636365,0.36363636363636365
IHDP,"IHDP A, strength=0",ctmle,96,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
IHDP,"IHDP A, strength=0",cui_selective_ml,96,1,1,0,0.010416666666666666,-0.633272305095783,0.01743598231800346,-0.6507082874137865,4.34094702151157e-06,0.0,0.0,0.010416666666666666,0.0,1.0,0.0
IHDP,"IHDP A, strength=0",ma_dr_bc,96,11,5,4,0.11458333333333333,0.6805505049051461,0.07266916365466682,0.6078813412504793,-4.8029870888369345e-05,0.0,7.177700992099293e-05,0.052083333333333336,0.041666666666666664,0.45454545454545453,0.36363636363636365
IHDP,"IHDP A, strength=0",tmle,96,8,4,6,0.08333333333333333,0.020231861117610432,-0.231177799798528,0.2514096609161384,-9.203325655540559e-06,0.0,0.0,0.041666666666666664,0.0625,0.5,0.75
IHDP,"IHDP A, strength=3",aipw,96,21,7,7,0.21875,4.878106608423129,3.2767889338864924,1.6013176745366362,-6.282283761210044e-05,0.0,0.0011251435033566475,0.07291666666666667,0.07291666666666667,0.3333333333333333,0.3333333333333333
IHDP,"IHDP A, strength=3",ctmle,96,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
IHDP,"IHDP A, strength=3",cui_selective_ml,96,6,0,0,0.0625,0.650968885065527,1.057211028148581,-0.40624214308305395,6.281168564415992e-05,0.0,0.0,0.0,0.0,0.0,0.0
