dataset,design,setting,n,epsilon,strength,rep,seed,bin_by,bin,bins,units,responders,response_rate,mean_true_pi,mean_pi_hat,p_label_rmse,p_label_skill,p_true_rmse,p_true_nrmse,p_calibration_error,m_observed_rmse,m_observed_skill,m_true_rmse,m_true_nrmse,m_observed_label_fraction
ACIC 2016,acic2016_semisynth,low-response outcome shift; strength=0,3000,0.05,0.0,4,332727261,pi_hat,3,5,600,487,0.8116666666666666,0.7767522738318406,0.9114108493924141,0.406961851179604,-0.08343408976015065,0.1668951566883884,0.6174982688409555,0.09974418272574742,1.318033446652861,0.14010247266886644,0.7395684243930766,0.7365904834686356,0.8116666666666666
ACIC 2016,acic2016_semisynth,low-response outcome shift; strength=0,3000,0.05,0.0,4,332727261,pi_hat,4,5,600,472,0.7866666666666666,0.7938517982364786,0.9680535162488619,0.44849314870155277,-0.1985665650755417,0.1921056394825114,0.7107749689616291,0.18138684958219528,1.3214532604716709,0.12020135891249162,0.8408500143619527,0.8374642537122331,0.7866666666666666
ACIC 2016,acic2016_semisynth,low-response outcome shift; strength=0,3000,0.05,0.0,4,332727261,pi_hat,5,5,600,509,0.8483333333333334,0.822477914323405,0.9903114514549574,0.38579088185320226,-0.15677060445142854,0.17651636905312645,0.6530959584160316,0.141978118121624,1.291384365408311,0.20694171794860183,0.8220641086312146,0.8187539911750563,0.8483333333333334
ACIC 2016,acic2016_semisynth,low-response outcome shift; strength=0,3000,0.05,0.0,4,332727261,true_pi,1,5,600,118,0.19666666666666666,0.2113276331319864,0.25419292995223564,0.3795904783882557,0.08798060232982396,0.2351405139659437,0.8700004433288917,0.05752626328556895,1.3838037753211827,0.29468091790523687,0.7911486003197012,0.7879629670280425,0.19666666666666666
ACIC 2016,acic2016_semisynth,low-response outcome shift; strength=0,3000,0.05,0.0,4,332727261,true_pi,2,5,600,420,0.7,0.7199418454488649,0.742077552722767,0.5379120498733628,-0.37785415904268205,0.2919966944591139,1.080363606191629,0.042077552722766996,1.3477487870527345,0.24589535253913175,0.7338817363621533,0.730926693415037,0.7
ACIC 2016,acic2016_semisynth,low-response outcome shift; strength=0,3000,0.05,0.0,4,332727261,true_pi,3,5,600,465,0.775,0.7724248975907797,0.8038150784443132,0.48504831862081166,-0.3492293700179292,0.267037471333463,0.9880165460520649,0.028815078444313257,1.21271736881268,-0.0018630784834083869,0.699472654089806,0.6966561625070957,0.775
ACIC 2016,acic2016_semisynth,low-response outcome shift; strength=0,3000,0.05,0.0,4,332727261,true_pi,4,5,600,517,0.8616666666666667,0.8225584878150386,0.8638807399819295,0.417983517155494,-0.4657239267536004,0.23860889148561903,0.882833153136554,0.0022140733152627946,1.334113614881487,0.09502987477274938,0.803748622155676,0.800512253706273,0.8616666666666667
ACIC 2016,acic2016_semisynth,low-response outcome shift; strength=0,3000,0.05,0.0,4,332727261,true_pi,5,5,600,528,0.88,0.8736733180587377,0.8872171876703699,0.37828975299027734,-0.3551433448621688,0.21308833015504927,0.7884091880906428,0.007217187670369943,1.2245668428694017,0.20385612678081821,0.7818704075274309,0.7787221337404637,0.88
ACIC 2016,acic2016_semisynth,low-response outcome shift; strength=0,3000,0.05,0.0,5,332727298,pi_hat,1,5,600,172,0.2866666666666667,0.2960702631396237,0.06712284245189949,0.4872065896751612,-0.1607978424288785,0.3905343020720053,1.4579352683603726,-0.21954382421476717,1.184920681184586,0.2874494295429756,0.713328689842512,0.7000802439067242,0.2866666666666667
ACIC 2016,acic2016_semisynth,low-response outcome shift; strength=0,3000,0.05,0.0,5,332727298,pi_hat,2,5,600,431,0.7183333333333334,0.7301936332708464,0.6543096025288105,0.4697567016931137,-0.09064771843124553,0.2159442369004862,0.80615893996,-0.06402373080452284,1.1718053852885721,0.23534986220636533,0.6868697747043925,0.6741127424909441,0.7183333333333334
