gate_id,floor_sens_max,residual_ess_min,floor_share_max,max_weight_share_max,score_tail_max,veto_floor_sens_max,veto_floor_share_min,veto_residual_ess_max,veto_score_tail_min,aipw_current_gain,aipw_gated_gain,aipw_retention,selective_current_gain,selective_gated_gain,selective_retention,ctmle_gated_gain,ma_current_gain,ma_gated_gain,ma_retention,tmle_current_gain,tmle_gated_gain,tmle_gated_ci_low,tmle_gated_ci_high,tmle_recovery,tmle_activation,aipw_activation,selective_activation,ma_activation,passes_basic_goal,objective_score
veto_stable_floor_sens_le_0.75_floor_share_ge_0.15_resid_ess_le_0.2,inf,0.0,1.0,1.0,inf,0.75,0.15,0.2,-inf,0.25524966894297985,0.26083831719036565,1.0218948305419124,0.17073237183769185,0.17073237183769185,1.0,0.09587081174342549,0.1295058187163547,0.1286947409823178,0.9937371328788452,-0.213720844973863,-0.012499405154382526,-0.03914154760900238,0.016035883909166656,0.20122143981948049,0.1171875,0.2621527777777778,0.3524305555555556,0.2721354166666667,True,4.529237737045284
veto_stable_floor_sens_le_1_floor_share_ge_0.15_resid_ess_le_0.2,inf,0.0,1.0,1.0,inf,1.0,0.15,0.2,-inf,0.25524966894297985,0.2605728733500604,1.020854892502406,0.17073237183769185,0.17073237183769185,1.0,0.09587081174342549,0.1295058187163547,0.12791548421756394,0.9877199764878988,-0.213720844973863,-0.01234060309677032,-0.03975662966924757,0.01618102958099271,0.2013802418770927,0.11414930555555555,0.2556423611111111,0.3524305555555556,0.2703993055555556,True,4.525991891997524
veto_stable_floor_sens_le_1.25_floor_share_ge_0.15_resid_ess_le_0.2,inf,0.0,1.0,1.0,inf,1.25,0.15,0.2,-inf,0.25524966894297985,0.2582625321590082,1.0118035930409037,0.17073237183769185,0.17073237183769185,1.0,0.09620706543101065,0.1295058187163547,0.1273162548297504,0.9830929304311808,-0.213720844973863,-0.012340705258482743,-0.04000127653931563,0.014947428444063875,0.20138013971538027,0.11328125,0.2478298611111111,0.3524305555555556,0.2673611111111111,True,4.5156736314740575
veto_stable_floor_sens_le_0.75_floor_share_ge_0.05,inf,0.0,1.0,1.0,inf,0.75,0.05,inf,-inf,0.25524966894297985,0.2603554492053939,1.0200030827995104,0.17073237183769185,0.17135593387461445,1.0036522777151797,0.0630917089906542,0.1295058187163547,0.12823232008973962,0.9901664756129274,-0.213720844973863,-0.002986185412220621,-0.007994777131246805,-9.384230392943712e-05,0.2107346595616424,0.013020833333333334,0.2513020833333333,0.3472222222222222,0.2708333333333333,True,4.427953856036316
veto_stable_floor_sens_le_0.5_floor_share_ge_0.15,inf,0.0,1.0,1.0,inf,0.5,0.15,inf,-inf,0.25524966894297985,0.25737956395211714,1.0083443595361257,0.17073237183769185,0.17073237183769185,1.0,0.08370317987751041,0.1295058187163547,0.129452682987641,0.9995897039280524,-0.213720844973863,-0.012045668647046037,-0.03989406240458302,0.016498394416019992,0.20167517632681697,0.13020833333333334,0.2703993055555556,0.3524305555555556,0.2734375,True,4.410753194605629
veto_stable_floor_sens_le_0.75_floor_share_ge_0.1,inf,0.0,1.0,1.0,inf,0.75,0.1,inf,-inf,0.25524966894297985,0.2603554915626859,1.0200032487440625,0.17073237183769185,0.17073237183769185,1.0,0.0630917089906542,0.1295058187163547,0.12823232008973962,0.9901664756129274,-0.213720844973863,-0.0040759513988215534,-0.010001394569085359,-2.7689698966111002e-05,0.20964489357504146,0.019965277777777776,0.2521701388888889,0.3524305555555556,0.2708333333333333,True,4.3981473605872665
veto_stable_floor_sens_le_1_floor_share_ge_0.05,inf,0.0,1.0,1.0,inf,1.0,0.05,inf,-inf,0.25524966894297985,0.25920421831776974,1.015492867791626,0.17073237183769185,0.17135593387461445,1.0036522777151797,0.0431230847935854,0.1295058187163547,0.12735089124193788,0.9833603810564175,-0.213720844973863,-0.0020978766067480947,-0.006854253027204299,4.059356382535295e-06,0.21162296836711492,0.004774305555555556,0.2365451388888889,0.3472222222222222,0.2669270833333333,True,4.238270715832575
veto_stable_floor_sens_le_1_floor_share_ge_0.1,inf,0.0,1.0,1.0,inf,1.0,0.1,inf,-inf,0.25524966894297985,0.25920430410851436,1.01549320389684,0.17073237183769185,0.17073237183769185,1.0,0.0431230847935854,0.1295058187163547,0.12735089124193788,0.9833603810564175,-0.213720844973863,-0.0031868180360676845,-0.008911338986943074,0.00033408982322818666,0.21053402693779533,0.013454861111111112,0.23828125,0.3524305555555556,0.2669270833333333,True,4.20848417991894
veto_stable_floor_sens_le_0.75_floor_share_ge_0.15,inf,0.0,1.0,1.0,inf,0.75,0.15,inf,-inf,0.25524966894297985,0.26083831719036565,1.0218948305419124,0.17073237183769185,0.17073237183769185,1.0,0.0630917089906542,0.1295058187163547,0.1286947409823178,0.9937371328788452,-0.213720844973863,-0.012499405154382526,-0.041017220803153835,0.01528864489489679,0.20122143981948049,0.1171875,0.2621527777777778,0.3524305555555556,0.2721354166666667,True,4.201446709517571
veto_stable_floor_sens_le_1.25_floor_share_ge_0.05,inf,0.0,1.0,1.0,inf,1.25,0.05,inf,-inf,0.25524966894297985,0.25393235863702024,0.9948391302076326,0.17073237183769185,0.17135593387461445,1.0036522777151797,0.02601695553904604,0.1295058187163547,0.12768628111527014,0.9859501478843222,-0.213720844973863,-0.0020989552623613683,-0.007179765981392428,2.6657445023947614e-06,0.21162188971150164,0.0026041666666666665,0.2222222222222222,0.3472222222222222,0.2573784722222222,True,4.049119564796374
veto_stable_floor_sens_le_1.25_floor_share_ge_0.1,inf,0.0,1.0,1.0,inf,1.25,0.1,inf,-inf,0.25524966894297985,0.253941501783444,0.9948749506122647,0.17073237183769185,0.17073237183769185,1.0,0.02601695553904604,0.1295058187163547,0.12768628111527014,0.9859501478843222,-0.213720844973863,-0.003187896691680958,-0.008844171387248717,0.00035015430955891906,0.21053294828218205,0.011284722222222222,0.2243923611111111,0.3524305555555556,0.2573784722222222,True,4.019368513182156
veto_stable_floor_sens_le_1_floor_share_ge_0.15,inf,0.0,1.0,1.0,inf,1.0,0.15,inf,-inf,0.25524966894297985,0.2605728733500604,1.020854892502406,0.17073237183769185,0.17073237183769185,1.0,0.0431230847935854,0.1295058187163547,0.12791548421756394,0.9877199764878988,-0.213720844973863,-0.01234060309677032,-0.039529767447143864,0.01691035978476594,0.2013802418770927,0.11414930555555555,0.2556423611111111,0.3524305555555556,0.2703993055555556,True,3.9985146224991235
veto_stable_floor_sens_le_1.25_floor_share_ge_0.15,inf,0.0,1.0,1.0,inf,1.25,0.15,inf,-inf,0.25524966894297985,0.2582625321590082,1.0118035930409037,0.17073237183769185,0.17073237183769185,1.0,0.02601695553904604,0.1295058187163547,0.1273162548297504,0.9830929304311808,-0.213720844973863,-0.012340705258482743,-0.03941316058723483,0.015713850948339176,0.20138013971538027,0.11328125,0.2478298611111111,0.3524305555555556,0.2673611111111111,True,3.8137725325544114
